1,854,g1
4085,7697,g1
10608,10751,g1
13240,13370,g1
15456,15943,g1
16199,17116,g1
18693,19512,g1
19684,20350,g1
20863,21180,g1
31245,31268,g1
35100,35369,g1
38257,39311,g1
40724,41485,g1
43088,43234,g1
44227,46004,g1
47403,47533,g1
49765,49858,g1
51220,53002,g1
54389,54392,g1
58838,61925,g1
66641,67172,g1
67804,68425,g1
69170,70056,g1
70720,70973,g1
71678,72371,g1
72965,73234,g1
75500,76224,g1
77465,78649,g1
80030,81331,g1
82769,86049,g1
87020,87840,g1
89226,93770,g1
95027,95775,g1
99138,99238,g1
103347,103751,g1
104583,105125,g1
106045,108349,g1
111833,112589,g1
114585,115092,g1
118846,119956,g1
122891,123267,g1
124340,124648,g1
125870,126578,g1
128295,128529,g1
132639,132673,g1
136003,136182,g1
137654,138307,g1
142371,145721,g1
148899,149311,g1
151297,152227,g1
153910,157638,g1
162046,162945,g1
164430,165419,g1
165880,166615,g1
168266,168704,g1
168831,173034,g1
174484,176924,g1
178392,178588,g1
183873,184461,g1
187030,189008,g1
191350,193151,g1
195584,195953,g1
197689,197844,g1
200196,200324,g1
202731,203312,g1
204914,205235,g1
208220,208253,g1
211646,211924,g1
213924,214324,g1
215573,216684,g1
217440,217559,g1
219387,220086,g1
221230,221769,g1
224106,224251,g1
226162,226317,g1
228153,228473,g1
232495,237152,g1
238175,238360,g1
241318,241692,g1
248331,249042,g1
251158,253610,g1
258037,258610,g1
261444,262210,g1
265348,268788,g1
269216,269243,g1
271862,272191,g1
274499,274806,g1
275794,276066,g1
276166,276210,g1
278629,280623,g1
