833,6057,g2
9052,12792,g2
14168,15769,g2
16386,18101,g2
19554,21309,g2
23463,24701,g2
25075,27869,g2
28775,30446,g2
33130,34158,g2
34172,38659,g2
39477,42714,g2
44005,46041,g2
48755,51674,g2
52134,54276,g2
54938,57157,g2
64309,65880,g2
66988,69059,g2
69856,71822,g2
71949,75417,g2
76462,78340,g2
79034,86150,g2
86479,90445,g2
92449,94241,g2
94438,96359,g2
96516,97909,g2
98029,102165,g2
102804,105381,g2
105523,106199,g2
106244,107925,g2
109165,111610,g2
116110,118242,g2
120970,121701,g2
122797,122900,g2
124199,126631,g2
129727,130465,g2
130484,133584,g2
135000,138458,g2
138724,138797,g2
138848,138919,g2
139552,140321,g2
142901,147692,g2
148335,150387,g2
151196,155642,g2
155706,158955,g2
160885,162868,g2
163095,163559,g2
164845,165306,g2
165655,169573,g2
175938,179729,g2
180026,181777,g2
182292,183079,g2
183244,186330,g2
186836,186917,g2
187309,188796,g2
190859,191332,g2
192731,196448,g2
197827,201452,g2
205948,208953,g2
210247,213841,g2
216673,220825,g2
222106,223513,g2
223804,229205,g2
240156,241165,g2
242505,244062,g2
244170,247834,g2
249258,250521,g2
251224,252899,g2
254599,256087,g2
259086,259845,g2
261651,268456,g2
268747,270007,g2
270338,272114,g2
273844,277149,g2
278030,278763,g2
279665,280676,g2
281742,282249,g2
282628,284557,g2
285264,287512,g2
287683,291309,g2
291598,291738,g2
291887,295372,g2
298368,303674,g2
304153,311187,g2
312259,314401,g2
314733,316551,g2
316914,319267,g2
320596,322587,g2
329093,331104,g2
331486,333653,g2
334425,337618,g2
337794,339447,g2
340958,342316,g2
342430,343492,g2
344814,347122,g2
347452,348240,g2
