1,3966,g1
4525,6230,g1
6780,10181,g1
12200,13474,g1
14075,15919,g1
18049,18691,g1
20352,23876,g1
26297,29150,g1
31992,31997,g1
35502,35664,g1
36958,36966,g1
37700,38038,g1
41546,41641,g1
44152,44337,g1
46444,47276,g1
49302,51001,g1
53119,53617,g1
55733,58456,g1
63462,67563,g1
69179,69365,g1
71084,71712,g1
73413,74507,g1
76346,78189,g1
80031,80042,g1
81606,81894,g1
83124,83500,g1
85032,86600,g1
89774,89898,g1
89971,90368,g1
90441,90769,g1
90842,103158,g1
104590,106090,g1
106163,106528,g1
106601,106898,g1
106971,109500,g1
111662,113018,g1
114342,117715,g1
119087,120497,g1
122904,124348,g1
127070,129035,g1
133963,134069,g1
139210,147693,g1
149688,149791,g1
151362,151668,g1
151776,157494,g1
158676,162983,g1
164454,169084,g1
169621,171683,g1
173073,174187,g1
178523,178902,g1
180021,180518,g1
182705,183797,g1
184326,190214,g1
194902,198764,g1
200964,202536,g1
203398,207822,g1
212724,214860,g1
216424,216779,g1
219848,223266,g1
224729,224815,g1
226207,227073,g1
227197,230087,g1
231144,236367,g1
237469,244966,g1
245574,247780,g1
249596,252294,g1
254692,255321,g1
261114,264395,g1
266820,268469,g1
273790,274048,g1
275720,277890,g1
283200,284121,g1
