3967,4524,g2
6231,6779,g2
10182,12199,g2
13475,14074,g2
15920,18048,g2
18692,20351,g2
23877,26296,g2
29151,31991,g2
31998,35501,g2
35665,36957,g2
36967,37699,g2
38039,41545,g2
41642,44151,g2
44338,46443,g2
47277,49301,g2
51002,53118,g2
53618,55732,g2
58457,63461,g2
67564,69178,g2
69366,71083,g2
71713,73412,g2
74508,76345,g2
78190,80030,g2
80043,81605,g2
81895,83123,g2
83501,85031,g2
86601,89773,g2
89899,89970,g2
90369,90440,g2
90770,90841,g2
103159,104589,g2
106091,106162,g2
106529,106600,g2
106899,106970,g2
109501,111661,g2
113019,114341,g2
117716,119086,g2
120498,122903,g2
124349,127069,g2
129036,133962,g2
134070,139209,g2
147694,149687,g2
149792,151361,g2
151669,151775,g2
157495,158675,g2
162984,164453,g2
169085,169620,g2
171684,173072,g2
174188,178522,g2
178903,180020,g2
180519,182704,g2
183798,184325,g2
190215,194901,g2
198765,200963,g2
202537,203397,g2
207823,212723,g2
214861,216423,g2
216780,219847,g2
223267,224728,g2
224816,226206,g2
227074,227196,g2
230088,231143,g2
236368,237468,g2
244967,245573,g2
247781,249595,g2
252295,254691,g2
255322,261113,g2
264396,266819,g2
268470,273789,g2
274049,275719,g2
277891,283199,g2
