855,4084,g2
7698,10607,g2
10752,13239,g2
13371,15455,g2
15944,16198,g2
17117,18692,g2
19513,19683,g2
20351,20862,g2
21181,31244,g2
31269,35099,g2
35370,38256,g2
39312,40723,g2
41486,43087,g2
43235,44226,g2
46005,47402,g2
47534,49764,g2
49859,51219,g2
53003,54388,g2
54393,58837,g2
61926,66640,g2
67173,67803,g2
68426,69169,g2
70057,70719,g2
70974,71677,g2
72372,72964,g2
73235,75499,g2
76225,77464,g2
78650,80029,g2
81332,82768,g2
86050,87019,g2
87841,89225,g2
93771,95026,g2
95776,99137,g2
99239,103346,g2
103752,104582,g2
105126,106044,g2
108350,111832,g2
112590,114584,g2
115093,118845,g2
119957,122890,g2
123268,124339,g2
124649,125869,g2
126579,128294,g2
128530,132638,g2
132674,136002,g2
136183,137653,g2
138308,142370,g2
145722,148898,g2
149312,151296,g2
152228,153909,g2
157639,162045,g2
162946,164429,g2
165420,165879,g2
166616,168265,g2
168705,168830,g2
173035,174483,g2
176925,178391,g2
178589,183872,g2
184462,187029,g2
189009,191349,g2
193152,195583,g2
195954,197688,g2
197845,200195,g2
200325,202730,g2
203313,204913,g2
205236,208219,g2
208254,211645,g2
211925,213923,g2
214325,215572,g2
216685,217439,g2
217560,219386,g2
220087,221229,g2
221770,224105,g2
224252,226161,g2
226318,228152,g2
228474,232494,g2
237153,238174,g2
238361,241317,g2
241693,248330,g2
249043,251157,g2
253611,258036,g2
258611,261443,g2
262211,265347,g2
268789,269215,g2
269244,271861,g2
272192,274498,g2
274807,275793,g2
276067,276165,g2
276211,278628,g2
