1,832,g1
6058,9051,g1
12793,14167,g1
15770,16385,g1
18102,19553,g1
21310,23462,g1
24702,25074,g1
27870,28774,g1
30447,33129,g1
34159,34171,g1
38660,39476,g1
42715,44004,g1
46042,48754,g1
51675,52133,g1
54277,54937,g1
57158,64308,g1
65881,66987,g1
69060,69855,g1
71823,71948,g1
75418,76461,g1
78341,79033,g1
86151,86478,g1
90446,92448,g1
94242,94437,g1
96360,96515,g1
97910,98028,g1
102166,102803,g1
105382,105522,g1
106200,106243,g1
107926,109164,g1
111611,116109,g1
118243,120969,g1
121702,122796,g1
122901,124198,g1
126632,129726,g1
130466,130483,g1
133585,134999,g1
138459,138723,g1
138798,138847,g1
138920,139551,g1
140322,142900,g1
147693,148334,g1
150388,151195,g1
155643,155705,g1
158956,160884,g1
162869,163094,g1
163560,164844,g1
165307,165654,g1
169574,175937,g1
179730,180025,g1
181778,182291,g1
183080,183243,g1
186331,186835,g1
186918,187308,g1
188797,190858,g1
191333,192730,g1
196449,197826,g1
201453,205947,g1
208954,210246,g1
213842,216672,g1
220826,222105,g1
223514,223803,g1
229206,240155,g1
241166,242504,g1
244063,244169,g1
247835,249257,g1
250522,251223,g1
252900,254598,g1
256088,259085,g1
259846,261650,g1
268457,268746,g1
270008,270337,g1
272115,273843,g1
277150,278029,g1
278764,279664,g1
280677,281741,g1
282250,282627,g1
284558,285263,g1
287513,287682,g1
291310,291597,g1
291739,291886,g1
295373,298367,g1
303675,304152,g1
311188,312258,g1
314402,314732,g1
316552,316913,g1
319268,320595,g1
322588,329092,g1
331105,331485,g1
333654,334424,g1
337619,337793,g1
339448,340957,g1
342317,342429,g1
343493,344813,g1
347123,347451,g1
348241,349527,g1
