ID,gmu,imu,gd,id,gdfe,idfe
1,3.6641524369044e-10,2.75994358522352e-08,0.627223893371411,0.151563587936107,-0.00231017890377736,-0.00529529444977577
2,5.51175896927249e-09,2.99647075591318e-09,0.474170631414745,0.554693020263221,-0.00124812317233011,-0.00542245003406882
3,8.40948296921674e-08,3.06870301923534e-09,0.187333070184104,0.475622905464843,-0.0030624257169902,-0.0114450607395272
4,2.12117911232286e-08,3.54352722358726e-10,0.422568387631327,0.681547876016703,-0.00109730895627314,-0.0199819240798613
5,5.1601776380561e-08,3.07101254128195e-09,0.411978134093806,0.447222662204877,-0.0097553559291809,-0.0048330514906792
6,2.10015354709838e-10,5.36756656859433e-08,0.308298430102877,0.587726045236923,-0.00358121625121278,-0.00114872182466593
7,1.26642540660547e-09,1.00407313840848e-09,0.656287069641985,0.236580394464545,-0.00116533090542826,-0.0185968251653028
8,5.67057384166605e-10,1.48330749487631e-10,0.616757609776687,0.388022318517324,-0.00382589905939663,-0.00478440773821892
9,3.37432671705291e-09,2.4722834994081e-10,0.229644298646599,0.637089583894704,-0.00113526426082881,-0.00724341617826954
10,1.61467700733112e-08,2.94618296459532e-10,0.689355165220331,0.265790896816179,-0.0177006114726483,-0.00564889038030176
11,3.13517264325228e-09,1.53722280235924e-10,0.576852205512114,0.571629965410102,-0.00404372244380242,-0.00466724226609241
12,6.01585421073747e-09,4.50077230932089e-08,0.592941847490147,0.539076825545635,-0.00498530390344086,-0.00425808028879449
13,2.6627958806515e-10,2.0677333656149e-10,0.315678210824262,0.722572016285267,-0.0138356376454398,-0.00313639506650923
14,2.65144515159183e-10,1.5890219506522e-10,0.110158422030509,0.143893118947744,-0.00794284873918409,-0.00143400198081416
15,3.30505296969031e-08,1.03285226682954e-10,0.513792480970733,0.303012949286494,-0.00198014886556862,-0.00208179235181153
16,1.52465545306989e-09,2.36649074537047e-09,0.258456154097803,0.473296417586971,-0.00105096019749576,-0.00633745845416742
17,3.67270867167196e-10,1.36452163931203e-10,0.263039722340181,0.649290740839206,-0.00122855015070428,-0.00198344393799378
18,8.89319579598319e-08,3.17973807112957e-10,0.545003122859635,0.409944342763629,-0.00464367271363574,-0.004617835033861
19,2.08906808168286e-08,9.54036045099913e-09,0.441593488131184,0.731060969387181,-0.00130432555188108,-0.00544992863571677
20,5.58248776360343e-09,1.34475316575134e-09,0.256444007705431,0.387875745352358,-0.00281427516234549,-0.00183817178441983
21,4.79158109180345e-10,7.12859898320251e-08,0.303621017187834,0.582653025840409,-0.00441785870925269,-0.0100479325968355
22,4.3692222922941e-08,7.86374367594571e-10,0.117338391684461,0.33022079274524,-0.00100582394477717,-0.00805296547623562
23,3.52605812936336e-09,1.62022037524932e-08,0.648124744102825,0.309443831141107,-0.00292996919205717,-0.00460525240166038
