ID,gmu,imu,gd,id,gdfe,idfe
1,2.21882034247097e-09,5.5970965307056e-09,0.178677105612587,0.296871693897992,-0.00307502585195385,-0.0741358467476219
2,1.1515114160304e-08,5.3657198090224e-08,0.610221952269785,0.351527569373138,-0.0699498956560762,-0.0138992193846781
3,4.33084915757353e-10,2.76571340750797e-08,0.191355070623104,0.418886725546327,-0.034092093163333,-0.00144964978260233
4,1.35201181831703e-09,2.29559064265107e-10,0.638617460557725,0.195084503456019,-0.00254685984045724,-0.00144551793159865
5,7.00633754924781e-10,4.14143930687692e-08,0.497634788847063,0.727114598348271,-0.00102579521985889,-0.0109460280660596
6,5.31371793669532e-10,7.72231136083406e-10,0.466657329082955,0.314023856061976,-0.0330698540607247,-0.00107472457885687
7,1.28608191195362e-08,4.42598050712864e-09,0.157687131257262,0.726801020069979,-0.0404413209452649,-0.00808265698132236
8,1.57467693711037e-08,2.11011509546414e-08,0.227929458161816,0.421789103583433,-0.00473100858248215,-0.0237485165852556
9,1.67929664795177e-08,2.53933481044378e-10,0.497195497946814,0.609916536055971,-0.00112028483504155,-0.0461650258963109
10,3.72581436341779e-08,6.89617382784763e-08,0.113484474353027,0.124117987044156,-0.0569965815037306,-0.039814329746997
11,2.26893533549504e-09,2.58785200727161e-10,0.47584415897727,0.569247419259045,-0.00140474809539038,-0.0507976682432829
12,2.71944406354799e-08,2.3775729904198e-10,0.698134088178631,0.242970709200017,-0.0014687082116227,-0.0157247261660813
13,1.87352335903098e-10,9.20800319364425e-08,0.417915137042291,0.533875113492832,-0.00174303970474038,-0.00627181025383929
14,3.02286114943822e-08,2.24512911806768e-08,0.175406707031652,0.409254179161508,-0.0454744432214097,-0.0333864023228279
15,1.92564841786622e-09,6.68296747628663e-09,0.32495536825154,0.117647108470555,-0.0067979420343574,-0.0574863733977736
16,2.58155928067095e-08,6.43202003327913e-10,0.435469265445136,0.495802125998307,-0.00789211094473781,-0.00708441814641876
17,5.48113012638945e-09,2.00793530762445e-10,0.576673613663297,0.427513552189339,-0.00167136846884805,-0.0345793198980546
18,4.89780098317148e-09,1.30486636366154e-10,0.222436228045262,0.510909207025543,-0.00375595783121031,-0.00549062063716425
19,3.3040111746992e-09,1.04449534892893e-09,0.134869449073449,0.44173353430815,-0.0018624890748711,-0.00656486364476502
